,A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
21,교양필수,계열교양영역,계열교양,,EDC2103,교육방법 및 교육공학,2.0,"전체(1,2학기)",교직이론영역(최소 택6 필수)(택 6과목)
22,교양필수,계열교양영역,계열교양,,EDC3102,교육평가,2.0,"전체(1,2학기)",교직이론영역(최소 택6 필수)(택 6과목)
23,교양필수,계열교양영역,계열교양,,EDC3106,교육행정 및 교육경영,2.0,"전체(1,2학기)",교직이론영역(최소 택6 필수)(택 6과목)
24,교양필수,계열교양영역,계열교양,,EDC3118,학생 생활지도 및 상담,2.0,"전체(1,2학기)",교직이론영역(최소 택6 필수)(택 6과목)
25,교양필수,계열교양영역,계열교양,,EDC2107,특수교육학개론,2.0,2학년(2학기),교직소양영역(택 3과목)
26,교양필수,계열교양영역,계열교양,,EDC3120,디지털교육,1.0,3학년(1학기),교직소양영역(택 3과목)
27,교양필수,계열교양영역,계열교양,,EDC3311,학교폭력예방 및 학생의 이해,2.0,3학년(2학기),교직소양영역(택 3과목)
28,교양필수,계열교양영역,계열교양,,EDC4115,교직실무,1.0,4학년(1학기),교직소양영역(택 3과목)
29,교양필수,계열교양영역,계열교양,,EDC1112,교육봉사활동 1,1.0,1학년(2학기),교육실습영역(택 3과목)
30,교양필수,계열교양영역,계열교양,,EDC4109,교육실습,2.0,4학년(1학기),교육실습영역(택 3과목)
31,교양필수,계열교양영역,계열교양,,EDC9113,교육봉사활동 2,1.0,2학년(1학기),교육실습영역(택 3과목)
32,전공필수,,공통과정,전공기반,SSE1111,정치와 사회,3.0,1학년(1학기),전공필수(택 9과목)
33,전공필수,,공통과정,전공기반,SSE1131,인간과 사회,3.0,2학년(1학기),전공필수(택 9과목)
34,전공필수,,공통과정,전공기반,SSE1161,사회과 교육론,3.0,1학년(2학기),전공필수(택 9과목)
35,전공필수,,공통과정,전공기반,SSE2121,경제와 사회,3.0,2학년(2학기),전공필수(택 9과목)
36,전공필수,,공통과정,전공기반,SSE2141,문화와 사회,3.0,2학년(2학기),전공필수(택 9과목)
37,전공필수,,공통과정,전공기반,SSE2151,법과 사회,3.0,2학년(2학기),전공필수(택 9과목)
38,전공필수,,공통과정,전공기반,SSE3132,사회과학방법론,3.0,3학년(1학기),전공필수(택 9과목)
39,전공필수,,공통과정,,SSE3211,사회 교재연구 및 지도법,3.0,3학년(2학기),전공필수(택 9과목)
40,전공필수,,공통과정,전공핵심,SSE4164,사회과 논리 및 논술,3.0,3학년(1학기),전공필수(택 9과목)
41,전공선택,,일반사회,전공핵심,SSE1221,경제교육론,3.0,1학년(2학기),전공선택(택 13과목)
42,전공선택,,일반사회,전공핵심,SSE1241,문화와 교육,3.0,1학년(1학기),전공선택(택 13과목)
43,전공선택,,일반사회,전공핵심,SSE1251,법교육 개론,3.0,1학년(1학기),전공선택(택 13과목)
44,전공선택,,일반사회,,SSE2131,문학과 사회학 융합을 통한 한국사회탐구,2.0,2학년(1학기),전공선택(택 13과목)
45,전공선택,,일반사회,전공핵심,SSE2211,국제관계론,3.0,2학년(2학기),전공선택(택 13과목)
46,전공선택,,일반사회,전공핵심,SSE2231,세계화와 현대 사회,3.0,1학년(2학기),전공선택(택 13과목)
47,전공선택,,일반사회,전공핵심,SSE2243,한국문화의 창의적 탐색,3.0,2학년(1학기),전공선택(택 13과목)
48,전공선택,,일반사회,전공핵심,SSE2252,범죄와 형벌,3.0,2학년(1학기),전공선택(택 13과목)
49,전공선택,,일반사회,전공핵심,SSE2261,사회과 평가론,3.0,2학년(1학기),전공선택(택 13과목)
50,전공선택,,일반사회,,SSE3163,융합형 프로젝트 기반 수업 설계,3.0,3학년(1학기),전공선택(택 13과목)
51,전공선택,,일반사회,전공핵심,SSE3212,현대정치과정론,3.0,3학년(2학기),전공선택(택 13과목)
52,전공선택,,일반사회,전공핵심,SSE3213,행정학 입문,3.0,3학년(1학기),전공선택(택 13과목)
53,전공선택,,일반사회,전공핵심,SSE3214,정치발전과 교육,3.0,4학년(2학기),전공선택(택 13과목)
54,전공선택,,일반사회,전공핵심,SSE3222,경제교육과 국가경제,3.0,3학년(1학기),전공선택(택 13과목)
55,전공선택,,일반사회,전공집중,SSE3243,다문화교육의 이해,3.0,3학년(2학기),전공선택(택 13과목)
56,전공선택,,일반사회,전공핵심,SSE3253,법교육 이론과 사례,3.0,3학년(2학기),전공선택(택 13과목)
57,전공선택,,일반사회,전공핵심,SSE3331,한국사회의 이해,3.0,4학년(1학기),전공선택(택 13과목)
58,전공선택,,일반사회,전공집중,SSE4224,시장경제의 탐구와 연습,3.0,4학년(1학기),전공선택(택 13과목)
59,전공선택,,통합사회,전공기반,SSE2101,통합사회교육론,3.0,3학년(1학기),전공선택(택 13과목)
60,전공선택,,통합사회,전공핵심,SSE2371,인문지리학,3.0,2학년(1학기),전공선택(택 13과목)
61,전공선택,,통합사회,전공핵심,SSE2372,자연지리학,3.0,2학년(2학기),전공선택(택 13과목)
62,전공선택,,통합사회,전공핵심,SSE3373,세계지리,3.0,3학년(1학기),전공선택(택 13과목)
63,전공선택,,통합사회,전공핵심,SSE3374,한국지리,3.0,3학년(2학기),전공선택(택 13과목)
64,전공선택,,통합사회,전공집중,SSE4232,이주사회학,3.0,3학년(2학기),전공선택(택 13과목)
65,전공선택,,통합사회,,SSE4314,비교민주주의론,3.0,4학년(1학기),전공선택(택 13과목)
66,전공선택,,통합사회,전공핵심,SSE4321,국가경제의 탐구와 연습,3.0,4학년(2학기),전공선택(택 13과목)
67,전공선택,,통합사회,전공핵심,SSE4341,지역문화의 탐구,3.0,4학년(2학기),전공선택(택 13과목)
68,전공선택,,통합사회,전공집중,SSE4351,사회문제와 법,3.0,4학년(1학기),전공선택(택 13과목)
69,전공선택,,통합사회,전공핵심,SSE4375,지도학의 이해,3.0,4학년(2학기),전공선택(택 13과목)
