,A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
44,전공선택,,반도체 및 집적회로,전공핵심,ICE3005,전자회로 2,3.0,3학년(1학기),
45,전공선택,,반도체 및 집적회로,전공핵심,ICE3017,광통신공학설계,4.0,4학년(2학기),
46,전공선택,,반도체 및 집적회로,전공핵심,ICE3104,반도체공학,3.0,3학년(1학기),
47,전공선택,,반도체 및 집적회로,전공핵심,ICE3106,아날로그 집적회로설계,4.0,3학년(2학기),
48,전공선택,,반도체 및 집적회로,전공핵심,ICE4001,광자공학기초,3.0,3학년(1학기),
49,전공선택,,반도체 및 집적회로,전공핵심,ICE4003,광집적회로,3.0,3학년(1학기),
50,전공선택,,반도체 및 집적회로,전공핵심,ICE4005,디지털시스템설계,4.0,3학년(1학기),
51,전공선택,,반도체 및 집적회로,전공집중,ICE4006,디지털집적회로설계,4.0,3학년(2학기),
52,전공선택,,반도체 및 집적회로,전공핵심,ICE4031,광전자공학,3.0,4학년(2학기),
53,전공선택,,반도체 및 집적회로,,ICE4032,시스템반도체설계,3.0,4학년(1학기),
54,전공선택,,컴퓨터소프트웨어,전공핵심,ICE2013,객체지향프로그래밍 응용,3.0,2학년(1학기),
55,전공선택,,컴퓨터소프트웨어,전공핵심,ICE3013,시스템프로그래밍,3.0,3학년(1학기),
56,전공선택,,컴퓨터소프트웨어,전공핵심,ICE3014,오퍼레이팅시스템,3.0,3학년(2학기),
57,전공선택,,컴퓨터소프트웨어,전공집중,ICE3015,임베디드시스템설계,4.0,4학년(1학기),
58,전공선택,,컴퓨터소프트웨어,전공핵심,ICE3016,컴퓨터그래픽스설계,4.0,3학년(2학기),
59,전공선택,,컴퓨터소프트웨어,전공핵심,ICE3020,알고리즘설계,4.0,3학년(1학기),
60,전공선택,,컴퓨터소프트웨어,전공핵심,ICE3112,모바일 소프트웨어,3.0,3학년(1학기),
61,전공선택,,컴퓨터소프트웨어,전공핵심,ICE4016,데이터베이스설계,4.0,4학년(2학기),
62,전공선택,,컴퓨터소프트웨어,전공핵심,ICE4019,지능정보시스템,3.0,4학년(2학기),
63,전공선택,,컴퓨터소프트웨어,전공핵심,ICE4020,정보보호론,3.0,4학년(2학기),
64,전공선택,,컴퓨터소프트웨어,전공핵심,ICE4103,소프트웨어공학,3.0,3학년(1학기),
65,전공선택,,컴퓨터소프트웨어,,ICE4104,인공지능 응용,3.0,4학년(1학기),
66,전공선택,,컴퓨터소프트웨어,전공집중,ICE4130,컴퓨터비전,3.0,4학년(2학기),
67,전공선택,,통신 및 멀티미디어,전공핵심,ICE3008,전파공학,3.0,3학년(1학기),
68,전공선택,,통신 및 멀티미디어,전공핵심,ICE3009,통신이론설계,4.0,3학년(2학기),
69,전공선택,,통신 및 멀티미디어,전공핵심,ICE3018,디지털신호처리설계,4.0,3학년(2학기),
70,전공선택,,통신 및 멀티미디어,전공핵심,ICE3019,디스플레이공학,3.0,3학년(2학기),
71,전공선택,,통신 및 멀티미디어,전공집중,ICE4009,디지털통신시스템설계,4.0,4학년(1학기),
72,전공선택,,통신 및 멀티미디어,전공핵심,ICE4010,이동통신,3.0,4학년(2학기),
73,전공선택,,통신 및 멀티미디어,전공집중,ICE4026,정보및부호화이론,3.0,4학년(2학기),
74,전공선택,,통신 및 멀티미디어,전공핵심,ICE4027,디지털영상처리설계,4.0,4학년(1학기),
75,전공선택,,통신 및 멀티미디어,전공핵심,ICE4028,멀티미디어시스템,3.0,4학년(2학기),
76,전공선택,,통신 및 멀티미디어,,ICE4033,인터넷프로토콜,3.0,4학년(1학기),
77,전공선택,,통신 및 멀티미디어,전공핵심,ICE4102,IoT 응용시스템,3.0,3학년(2학기),
