,A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
20,교양필수,계열교양영역,계열교양영역,,PHY1002,물리학 2,3.0,1학년(2학기),8과목중 세트로 8학점 필수(택 4학점)
21,교양필수,계열교양영역,계열교양영역,,PHY1003,물리학실험 1,1.0,1학년(1학기),8과목중 세트로 8학점 필수(택 4학점)
22,교양필수,계열교양영역,계열교양영역,,PHY1004,물리학실험 2,1.0,1학년(2학기),8과목중 세트로 8학점 필수(택 4학점)
23,교양필수,계열교양영역,계열교양영역,,BIO1001,생명과학개론,3.0,"1학년(1,2학기)","3과목중 1과목 필수(생명1,2-일반물리학/물리1,2-생명(택 3학점)"
24,교양필수,계열교양영역,계열교양영역,,MTH1002,일반수학 2,3.0,1학년(2학기),"3과목중 1과목 필수(생명1,2-일반물리학/물리1,2-생명(택 3학점)"
25,교양필수,계열교양영역,계열교양영역,,PHY1005,일반물리학,3.0,"1학년(1,2학기)","3과목중 1과목 필수(생명1,2-일반물리학/물리1,2-생명(택 3학점)"
26,교양필수,계열교양영역,계열교양영역,,CHM1021,화학 1,3.0,1학년(1학기),5과목 11학점 필수(택 11학점)
27,교양필수,계열교양영역,계열교양영역,,CHM1022,화학 2,3.0,1학년(2학기),5과목 11학점 필수(택 11학점)
28,교양필수,계열교양영역,계열교양영역,,CHM1028,화학실험 1,1.0,1학년(1학기),5과목 11학점 필수(택 11학점)
29,교양필수,계열교양영역,계열교양영역,,CHM1029,화학실험 2,1.0,1학년(2학기),5과목 11학점 필수(택 11학점)
30,교양필수,계열교양영역,계열교양영역,,MTH1001,일반수학 1,3.0,1학년(1학기),5과목 11학점 필수(택 11학점)
31,전공필수,,무기화학,전공핵심,CHM2301,무기화학 1,3.0,2학년(2학기),
32,전공필수,,무기화학,전공핵심,CHM3302,무기화학 2,3.0,3학년(1학기),
33,전공필수,,무기화학,전공기반,CHM3309,무기화학실험,2.0,3학년(2학기),
34,전공필수,,물리화학,전공기반,CHM2101,양자화학,3.0,2학년(1학기),
35,전공필수,,물리화학,전공핵심,CHM2102,열역학 및 통계역학,3.0,2학년(2학기),
36,전공필수,,물리화학,전공기반,CHM3109,물리화학실험,2.0,3학년(1학기),
37,전공필수,,분석화학,,CHM2402,분석화학 1,3.0,2학년(1학기),
38,전공필수,,분석화학,전공기반,CHM4409,분석 및 기기분석 화학실험,2.0,2학년(1학기),
39,전공필수,,생화학,전공핵심,CHM3501,생화학 1,3.0,3학년(1학기),
40,전공필수,,유기화학,전공핵심,CHM2201,유기화학 1,3.0,2학년(1학기),
41,전공필수,,유기화학,전공핵심,CHM2202,유기화학 2,3.0,2학년(2학기),
42,전공필수,,유기화학,전공기반,CHM2209,유기화학실험,2.0,2학년(2학기),
43,전공선택,,무기화학,전공핵심,CHM3311,나노/재료/에너지 융합화학,3.0,4학년(2학기),
44,전공선택,,무기화학,전공핵심,CHM3313,반도체화학,3.0,3학년(1학기),
45,전공선택,,무기화학,전공핵심,CHM3315,촉매화학,3.0,3학년(2학기),
46,전공선택,,무기화학,전공집중,CHM4314,나노화학,3.0,4학년(1학기),
47,전공선택,,물리화학,전공핵심,CHM3113,반응속도론,3.0,3학년(1학기),
48,전공선택,,물리화학,전공핵심,CHM3114,분자분광학,3.0,3학년(2학기),
49,전공선택,,물리화학,전공핵심,CHM3115,분자설계-분석 융합화학,3.0,4학년(1학기),
50,전공선택,,물리화학,전공핵심,CHM4115,전산화학,3.0,4학년(1학기),
51,전공선택,,분석화학,,CHM2403,분석화학 2,3.0,2학년(2학기),
52,전공선택,,분석화학,,CHM3414,기기분석,3.0,3학년(1학기),
53,전공선택,,분석화학,,CHM3415,이차전지화학,3.0,3학년(2학기),
54,전공선택,,분석화학,전공집중,CHM4414,대기환경화학,3.0,4학년(2학기),
55,전공선택,,생화학,전공핵심,CHM3512,생화학 2,3.0,3학년(2학기),
56,전공선택,,생화학,전공집중,CHM4513,세포생화학,3.0,4학년(1학기),
57,전공선택,,생화학,전공집중,CHM4514,생화학특론,3.0,4학년(2학기),
58,전공선택,,유기화학,,CHM3217,유기화학 3,3.0,3학년(1학기),
59,전공선택,,유기화학,,CHM3218,유기합성화학,3.0,4학년(2학기),
60,전공선택,,유기화학,전공집중,CHM4215,유기기기분석,3.0,4학년(2학기),
61,전공선택,,응용화학,전공핵심,CHM3619,화학 특성화 연구,3.0,4학년(2학기),
62,전공선택,,응용화학,전공핵심,CHM4611,고분자화학,3.0,4학년(2학기),
63,전공선택,,응용화학,전공핵심,CHM4613,공업화학,3.0,4학년(1학기),
64,전공선택,,응용화학,전공핵심,CHM4614,화학특론,3.0,4학년(1학기),
65,전공선택,,응용화학,전공핵심,CHM4615,에너지화학,3.0,4학년(1학기),
