,A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
44,전공선택,,언어영역,전공기반,FLL1003,기초 프랑스어 2,3.0,1학년(2학기),
45,전공선택,,언어영역,전공기반,FLL2001,프랑스어 회화 1,3.0,2학년(1학기),
46,전공선택,,언어영역,전공핵심,FLL2002,프랑스어 회화 2,3.0,2학년(2학기),
47,전공선택,,언어영역,전공기반,FLL2004,프랑스어 문법 2,3.0,2학년(2학기),
48,전공선택,,언어영역,전공기반,FLL2005,프랑스어 듣기와 발음연습 1,3.0,2학년(1학기),
49,전공선택,,언어영역,전공핵심,FLL2006,프랑스어 듣기와 발음연습 2,3.0,2학년(2학기),
50,전공선택,,언어영역,,FLL2037,프랑스 언어학 특강,3.0,2학년(2학기),
51,전공선택,,언어영역,전공핵심,FLL3024,프랑스어 토론 1,3.0,3학년(1학기),
52,전공선택,,언어영역,,FLL3032,DELF B1 읽기 � 쓰기,3.0,3학년(2학기),
53,전공선택,,언어영역,,FLL3033,프랑스어 강독,3.0,3학년(1학기),
54,전공선택,,언어영역,,FLL3036,프랑스어 토론2,3.0,4학년(2학기),
55,전공선택,,언어영역,전공집중,FLL4003,실무 프랑스어,3.0,4학년(1학기),
56,전공선택,,언어영역,전공집중,FLL4017,프랑스어 번역실습,3.0,4학년(2학기),
57,전공선택,,언어영역,,FLL4020,DELF B2 듣기 � 말하기,3.0,4학년(1학기),
58,전공선택,,지역학영역,전공핵심,FLL4007,프랑스와 유럽연합,3.0,4학년(1학기),
59,전공선택,,지역학영역,전공핵심,FLL4016,프랑스어권 문화산업과 지리정보2,3.0,4학년(2학기),
60,전공선택,,지역학영역,,FLL4019,프랑스어권 문화산업과 지리정보 1,3.0,4학년(1학기),
