A,B,과목영역,전공영역,학수번호,교과목명,학점,이수시기,비고
전공선택,,전공선택,,UMD4041,입원의학실습,1.0,4학년(1학기),선택과목4-1(택 4과목)
전공선택,,전공선택,,UMD4042,재활의학실습,1.0,4학년(1학기),선택과목4-1(택 4과목)
전공선택,,전공선택,,UMD4043,진단검사의학실습,1.0,4학년(1학기),선택과목4-1(택 4과목)
전공선택,,전공선택,,UMD4044,핵의학실습,1.0,4학년(1학기),선택과목4-1(택 4과목)
전공선택,,전공선택,,UMD4045,비뇨의학실습,2.0,4학년(1학기),선택과목4-2(택 3과목)
전공선택,,전공선택,,UMD4046,성형외과학실습,2.0,4학년(1학기),선택과목4-2(택 3과목)
전공선택,,전공선택,,UMD4047,신경외과학실습,2.0,4학년(1학기),선택과목4-2(택 3과목)
전공선택,,전공선택,,UMD4048,안과학실습,2.0,4학년(1학기),선택과목4-2(택 3과목)
전공선택,,전공선택,,UMD4049,이비인후과학실습,2.0,4학년(1학기),선택과목4-2(택 3과목)
전공선택,,전공선택,,UMD4050,정형외과학실습,2.0,4학년(1학기),선택과목4-2(택 3과목)
전공선택,,전공선택,,UMD4051,피부과학실습,2.0,4학년(1학기),선택과목4-2(택 3과목)
전공선택,,전공선택,,UMD4052,심장혈관흉부외과학실습,2.0,4학년(1학기),선택과목4-2(택 3과목)
