,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,department
2031,INT4120-001,INT4120,1,경제통합론,4,3.0,전공선택,[      0       0       0       0 4128768       0       0],박호신,상대평가, ,국제통상학과-국제통상학
2060,IPS4583-001,IPS4583,1,연극기획과제작,4,3.0,전공선택,[       0        0        0        0 33030144        0        0],김효진,절대평가,캡스톤디자인,연극영화학과-연극영화학
2081,ITC1206-001,ITC1206,1,객체지향프로그래밍 2,2,3.0,전공선택,[      0       0       0       0 1835008   28672       0],김종훈,절대평가, ,소프트웨어융합공학과-소프트웨어융합공학
2237,MEG4080-001,MEG4080,1,기계공학종합설계,4,3.0,전공필수,[       0        0        0        0 33030144        0        0],"김동섭,김선민,이상승,김호욱",Pass/Fail,선수,기계공학과-기계공학
2286,MSE4001-003,MSE4001,3,신소재공학종합설계,4,4.0,전공필수,[       0        0        0        0 33030270 33030270        0],"함명관,이문상",Pass/Fail,선수,신소재공학과-신소재공학
2417,NUR3029-003,NUR3029,3,성인간호학실습1,3,2.0,전공필수,[      0       0 1974240       0 1974240       0       0],"임보애,성일순,김지영",절대평가, ,간호학과-간호학
2433,NUR4014-003,NUR4014,3,지역사회간호학실습 1,4,1.0,전공필수,[      0       0       0       0 3677184       0       0],"함옥경,이지연",절대평가, ,간호학과-간호학
2667,SBE3004-001,SBE3004,1,이차전지 산학프로젝트,전체,3.0,전공선택,[       0        0        0        0 33030144        0        0],이기영,Pass/Fail, ,화학공학과-이차전지공학
2677,SEE3000-001,SEE3000,1,반도체 공정장비실습,전체,3.0,전공선택,[      0       0       0       0 4128768       0       0],전승준,Pass/Fail, ,신소재공학과-반도체공학
2807,UMD2027-004,UMD2027,4,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],김일진,Pass/Fail, ,의학과-의학
2808,UMD2027-006,UMD2027,6,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],김홍석,Pass/Fail, ,의학과-의학
2809,UMD2027-007,UMD2027,7,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],문영아,Pass/Fail, ,의학과-의학
2810,UMD2027-008,UMD2027,8,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],박윤규,Pass/Fail, ,의학과-의학
2811,UMD2027-010,UMD2027,10,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],신민혜,Pass/Fail, ,의학과-의학
2812,UMD2027-011,UMD2027,11,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],신진욱,Pass/Fail, ,의학과-의학
2813,UMD2027-012,UMD2027,12,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],이건영,Pass/Fail, ,의학과-의학
2814,UMD2027-013,UMD2027,13,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],이성근,Pass/Fail, ,의학과-의학
2815,UMD2027-014,UMD2027,14,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],이성주,Pass/Fail, ,의학과-의학
2816,UMD2027-015,UMD2027,15,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],이운규,Pass/Fail, ,의학과-의학
2817,UMD2027-016,UMD2027,16,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],이재선,Pass/Fail, ,의학과-의학
2818,UMD2027-017,UMD2027,17,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],이현규,Pass/Fail, ,의학과-의학
2819,UMD2027-018,UMD2027,18,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],이훈재,Pass/Fail, ,의학과-의학
2820,UMD2027-020,UMD2027,20,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],장준혁,Pass/Fail, ,의학과-의학
2821,UMD2027-021,UMD2027,21,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],차석호,Pass/Fail, ,의학과-의학
2822,UMD2027-022,UMD2027,22,의학연구 2,2,1.0,전공필수,[      0       0       0       0 7864320       0       0],차종호,Pass/Fail, ,의학과-의학
2829,UMD3031-001,UMD3031,1,혈액종양 및 알레르기내과학실습,3,2.0,전공필수,[      0       0       0       0 8380416       0       0],"이문희,김철우,임주한,김진철,하혜림",절대평가, ,의학과-의학
2881,UMD4044-001,UMD4044,1,핵의학실습,4,1.0,전공선택,[       0        0        0        0 32505856        0        0],"이민경,유민영",절대평가, ,의학과-의학
