,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,department
314,BUS2401-003,BUS2401,3,오퍼레이션스 매니지먼트,전체,3.0,전공필수,[  0 112   0 112   0   0   0],김성범,상대평가, ,경영학과-경영학
316,BUS2501-001,BUS2501,1,마케팅 원론,전체,3.0,전공필수,[  0 126   0   0   0   0   0],임병훈,상대평가, ,경영학과-경영학
318,BUS2501-003,BUS2501,3,마케팅 원론,전체,3.0,전공필수,[112 112   0   0   0   0   0],허원무,상대평가, ,경영학과-경영학
335,BUS3007-001,BUS3007,1,Current Events in Business,전체,3.0,전공선택,[  0 112   0 112   0   0   0],마이클쿡,절대평가,English,기타-원어강의
343,BUS3203-001,BUS3203,1,경영전략,전체,3.0,전공선택,[  0 126   0   0   0   0   0],오수정,상대평가, ,경영학과-경영학
350,BUS3303-001,BUS3303,1,중급회계 2,전체,3.0,전공선택,[  0 112   0 112   0   0   0],진대현,상대평가, ,경영학과-경영학
364,BUS3701-002,BUS3701,2,CSR경영전략과 사례,전체,3.0,전공선택,[  0 112 112   0   0   0   0],배성미,상대평가, ,경영학과-경영학
374,BUS4301-001,BUS4301,1,연결재무제표론,전체,3.0,전공선택,[  0 112 112   0   0   0   0],오슬기,상대평가, ,경영학과-경영학
385,CBA1102-003,CBA1102,3,경영학원론,전체,3.0,교양필수,[  0 120   0   0   0   0   1],남기태,절대평가, ,경영학과-경영학
407,CBA1105-002,CBA1105,2,경영자료분석,전체,3.0,교양필수,[ 14 112   0   0   0   0   0],김형기,상대평가, ,경영학과-경영학
418,CBA1107-001,CBA1107,1,기업법,전체,3.0,교양필수,[  0 112   0 112   0   0   0],박민우,상대평가, ,경영학과-경영학
428,CBA1201-001,CBA1201,1,금융수학,1,3.0,교양필수,[  0 126   0   0   0   0   0],손규현,상대평가, ,글로벌금융학과-글로벌금융학
437,CCM1315-001,CCM1315,1,만화와 문학,3,3.0,전공선택,[112 112   0   0   0   0   0],김세리,상대평가, ,문화콘텐츠문화경영학과-문화콘텐츠문화경영학
439,CCM1417-001,CCM1417,1,신화와 문화콘텐츠,4,3.0,전공선택,[  0 112   0 112   0   0   0],강수환,상대평가, ,문화콘텐츠문화경영학과-문화콘텐츠문화경영학
444,CCM2213-001,CCM2213,1,스토리텔링 입문,2,3.0,전공선택,[  0 126   0   0   0   0   0],육상효,절대평가,"영어,English",문화콘텐츠문화경영학과-문화콘텐츠문화경영학
450,CCM2417-001,CCM2417,1,실용 스토리텔링 실습,3,3.0,전공선택,[  0 126   0   0   0   0   0],한재연,상대평가, ,문화콘텐츠문화경영학과-문화콘텐츠문화경영학
462,CCM4213-002,CCM4213,2,영상커뮤니케이션,2,3.0,전공선택,[  0 112   0 112   0   0   0],이종영,상대평가, ,문화콘텐츠문화경영학과-문화콘텐츠문화경영학
476,CDN1320-001,CDN1320,1,사진과영상,1,3.0,전공선택,[   0 1008    0    0    0    0    0],이승언,절대평가, ,디자인융합학과-디자인융합학
495,CDN3115-001,CDN3115,1,지역사회와디자인,3,3.0,전공필수,[  0 126   0   0   0   0   0],진나래,절대평가, ,디자인융합학과-디자인융합학
518,CHE2100-002,CHE2100,2,물리화학 1,2,3.0,전공필수,[     0 458864      0 458864      0      0      0],심상은,상대평가, ,화학공학과-화학공학
519,CHE2100-003,CHE2100,3,물리화학 1,2,3.0,전공필수,[     0    112      0 458752      0      0      0],김승현,상대평가, ,화학공학과-화학공학
524,CHE2104-001,CHE2104,1,화공계산 1,2,3.0,전공필수,[   0 7280 7280    0    0    0    0],최진섭,상대평가, ,화학공학과-화학공학
526,CHE2104-003,CHE2104,3,화공계산 1,2,3.0,전공필수,[   0 7280 7280    0    0    0    0],이기영,상대평가, ,화학공학과-화학공학
529,CHE2108-003,CHE2108,3,재료과학,2,3.0,전공선택,[126 126   0   0   0   0   0],양승재,절대평가,"영어,English",화학공학과-화학공학
542,CHE3210-001,CHE3210,1,공정제어,3,3.0,전공선택,[112 112   0   0   0   0   0],황성원,절대평가,"영어,English",화학공학과-화학공학
563,CHE4308-001,CHE4308,1,고분자화학,3,3.0,전공선택,[  0 112 112   0   0   0   0],육지호,상대평가, ,화학공학과-화학공학
564,CHE4308-002,CHE4308,2,고분자화학,3,3.0,전공선택,[   0 7280    0 7280    0    0    0],심상은,절대평가,"영어, English",기타-원어강의
565,CHE4309-001,CHE4309,1,유기공업화학,전체,3.0,전공선택,[     0 458864      0 458864      0      0      0],조강희,상대평가, ,화학공학과-화학공학
567,CHE4402-001,CHE4402,1,에너지소재,4,3.0,전공선택,[    0 57456 57456     0     0     0     0],황예진,절대평가,"영어,English",화학공학과-화학공학
569,CHM1021-001,CHM1021,1,화학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],박성진,상대평가, ,화학공학과-화학공학
577,CHM1021-009,CHM1021,9,화학 1,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김희선,상대평가, ,물리학과-물리학
585,CHM1023-004,CHM1023,4,일반화학,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],김민규,상대평가, ,항공우주공학과-항공우주공학
588,CHM1023-007,CHM1023,7,일반화학,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],김창곤,상대평가, ,사회인프라공학과-사회인프라공학
590,CHM1023-009,CHM1023,9,일반화학,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],강동원,상대평가, ,수학과-수학
614,CHM1028-011,CHM1028,11,화학실험 1,1,1.0,교양필수,[ 0 30  0  0  0  0  0],조창범,절대평가, ,화학과-화학
619,CHM2201-001,CHM2201,1,유기화학 1,2,3.0,전공필수,[   0 1008    0 1008    0    0    0],이건형,상대평가, ,화학과-화학
620,CHM2201-002,CHM2201,2,유기화학 1,2,3.0,전공필수,[   0 1008    0 1008    0    0    0],김동욱,상대평가, ,화학과-화학
641,CHM4615-001,CHM4615,1,에너지화학,4,3.0,전공선택,[   0 1008    0    0 1008    0    0],김희선,상대평가, ,화학과-화학
649,CHN2011-003,CHN2011,3,집중중국어 1,2,3.0,전공필수,[  0 112   0 112   0   0   0],김은영,상대평가, ,중국학과-중국학
650,CHN2111-001,CHN2111,1,중국문학개론,2,3.0,전공선택,[  0 112   0 112   0   0   0],민정기,상대평가, ,중국학과-중국학
653,CHN3115-001,CHN3115,1,중국어문법,3,3.0,전공선택,[  0 112   0 112   0   0   0],백은희,상대평가, ,중국학과-중국학
671,CHS3214-001,CHS3214,1,놀이지도,4,3.0,전공선택,[  0 126   0   0   0   0   0],홍예지,상대평가, ,아동심리학과-아동심리학
678,CIV1611-001,CIV1611,1,건설재료실험,1,3.0,전공필수,[      0 7864560       0 7864560       0       0       0],정진훈,절대평가, ,사회인프라공학과-사회인프라공학
683,CIV2101-001,CIV2101,1,역학의 기초,2,3.0,전공필수,[7280 7280    0    0    0    0    0],황원섭,상대평가, ,사회인프라공학과-사회인프라공학
684,CIV2101-002,CIV2101,2,역학의 기초,2,3.0,전공필수,[7280 7280    0    0    0    0    0],박연철,상대평가, ,사회인프라공학과-사회인프라공학
692,CIV3100-001,CIV3100,1,구조해석,3,3.0,전공선택,[1008 1008    0    0    0    0    0],이종한,절대평가,"영어,English,선수",기타-원어강의
693,CIV3150-001,CIV3150,1,철근콘크리트설계,3,3.0,전공선택,[  0 112 112   0   0   0   0],이종한,절대평가, ,사회인프라공학과-사회인프라공학
717,COM2400-002,COM2400,2,광고학개론,전체,3.0,전공필수,[  0 126   0   0   0   0   0],박재항,상대평가, ,미디어커뮤니케이션학과-미디어커뮤니케이션학
725,COM3341-001,COM3341,1,탐사저널리즘,전체,3.0,전공선택,[  0 112   0 112   0   0   0],박인규,상대평가, ,미디어커뮤니케이션학과-미디어커뮤니케이션학
737,CON2203-001,CON2203,1,소비자재무설계,2,3.0,전공선택,[  0 112 112   0   0   0   0],이종희,상대평가, ,소비자학과-소비자학
749,CON4201-001,CON4201,1,세금설계,4,3.0,전공선택,[  0 126   0   0   0   0   0],양재영,상대평가, ,소비자학과-소비자학
754,CSE1101-001,CSE1101,1,객체지향프로그래밍 1,1,3.0,전공필수,[   0  240 7680    0    0    0    0],한경숙,상대평가, ,컴퓨터공학과-컴퓨터공학
760,CSE1103-001,CSE1103,1,객체지향프로그래밍 2,전체,3.0,전공필수,[  0 240   0 240   0   0   0],이선우,절대평가,선수,컴퓨터공학과-컴퓨터공학
776,CSE2112-003,CSE2112,3,자료구조,2,4.0,전공필수,[     0    112  57344      0 122880      0      0],배승환,상대평가,선수,컴퓨터공학과-컴퓨터공학
793,CSE3207-001,CSE3207,1,데이터베이스,3,3.0,전공선택,[  0 112   0 112   0   0   0],유상봉,상대평가,선수,컴퓨터공학과-컴퓨터공학
802,CSE4204-001,CSE4204,1,알고리즘,3,3.0,전공선택,[  0 112   0 112   0   0   0],심정섭,상대평가,선수,컴퓨터공학과-컴퓨터공학
824,DET1005-002,DET1005,2,기초선형대수,1,3.0,전공필수,[  0 126   0   0   0   0   0],김종현,절대평가, ,디자인테크놀로지학과-디자인테크놀로지학
837,DET3002-001,DET3002,1,게임 콘텐츠 기획,3,3.0,전공필수,[   0 1008    0    0    0    0    0],성보경,절대평가, ,디자인테크놀로지학과-디자인테크놀로지학
853,DSC3001-001,DSC3001,1,통계적 기계학습,3,3.0,전공필수,[  0 112   0 112   0   0   0],김재오,상대평가, ,데이터사이언스학과-데이터사이언스학
862,ECE2222-001,ECE2222,1,기초실험 1,2,1.0,전공필수,[ 0 30  0  0  0  0  0],이호재,절대평가, ,전자공학과-전자공학
886,ECE3320-001,ECE3320,1,신호및시스템,3,3.0,전공필수,[  0 112   0 112   0   0   0],정재학,상대평가,선수,전자공학과-전자공학
887,ECE3320-002,ECE3320,2,신호및시스템,3,3.0,전공필수,[  0 112   0 112   0   0   0],송병철,상대평가,선수,전자공학과-전자공학
888,ECE3320-003,ECE3320,3,신호및시스템,3,3.0,전공필수,[  0 112   0 112   0   0   0],이보원,절대평가,"영어,English,선수",기타-원어강의
901,ECE4416-001,ECE4416,1,의공학설계,4,3.0,전공선택,[  0 112 112   0   0   0   0],이상민,상대평가, ,전자공학과-전자공학
946,EDC1104-002,EDC1104,2,교육심리,전체,2.0,교직과정,[  0 240   0   0   0   0   0],정윤경,절대평가, ,기타-사범대 교직과정
955,EDC1111-001,EDC1111,1,사회 변화와 교사 역량,1,2.0,교양필수,[  0 120   0   0   0   0   0],박지인,상대평가, ,사회교육과-사회교육
958,EDC2101-001,EDC2101,1,교육과정,전체,2.0,교직과정,[  0 240   0   0   0   0   0],조현영,절대평가, ,교육학과-교육학
963,EDC2107-002,EDC2107,2,특수교육학개론,전체,2.0,교직과정,[  0 240   0   0   0   0   0],정귀순,절대평가, ,기타-사범대 교직과정
990,EDU1110-002,EDU1110,2,교육학입문,1,3.0,전공필수,[  0 126   0   0   0   0   0],임황규,상대평가, ,교육학과-교육학
993,EDU2130-001,EDU2130,1,평생교육경영론,전체,3.0,전공선택,[  0 126   0   0   0   0   0],강선희,상대평가, ,교육학과-교육학
1016,EEE2201-001,EEE2201,1,전기전자물성,2,3.0,전공필수,[458864 458864      0      0      0      0      0],이천,상대평가, ,전기공학과-전기공학
1017,EEE2201-002,EEE2201,2,전기전자물성,2,3.0,전공필수,[458864 458864      0      0      0      0      0],이천,상대평가, ,전기공학과-전기공학
1032,EEE3114-001,EEE3114,1,자동제어,3,3.0,전공필수,[126 126   0   0   0   0   0],김광기,상대평가, ,전기공학과-전기공학
1033,EEE3114-002,EEE3114,2,자동제어,3,3.0,전공필수,[126 126   0   0   0   0   0],김광기,절대평가,"영어,English",기타-원어강의
1052,EEE4101-001,EEE4101,1,아날로그 집적회로 설계,4,4.0,전공선택,[  0 240   0   0 240   0   0],전재훈,상대평가, ,전기공학과-전기공학
1053,EEE4312-001,EEE4312,1,분산에너지시스템,4,3.0,전공선택,[112 112   0   0   0   0   0],원동준,상대평가, ,전기공학과-전기공학
1054,EEE4312-002,EEE4312,2,분산에너지시스템,4,3.0,전공선택,[112 112   0   0   0   0   0],원동준,상대평가,바쿠대학 학생만 수강,전기공학과-전기공학
1060,EEG2624-002,EEG2624,2,영작문 1,2,3.0,전공선택,[  0 112   0 112   0   0   0],브로케티,절대평가,English,기타-원어강의
1071,EEG4805-001,EEG4805,1,영미소설교육,4,3.0,전공선택,[112 112   0   0   0   0   0],박선주,절대평가,"영어,English",기타-원어강의
1081,EKR2516-001,EKR2516,1,소설교육론,2,3.0,전공필수,[  0 126   0   0   0   0   0],노태훈,상대평가, ,국어교육과-국어교육
1085,EKR3321-001,EKR3321,1,국어사,3,3.0,전공필수,[  0 126   0   0   0   0   0],박덕유,상대평가, ,국어교육과-국어교육
1101,EMT3345-001,EMT3345,1,복소해석학,3,3.0,전공필수,[  0 112   0 112   0   0   0],남궁정일,상대평가, ,수학교육과-수학교육
1105,EMT4434-001,EMT4434,1,현대수학의 이해,4,3.0,전공선택,[1008 1008    0    0    0    0    0],"이윤원,명성",상대평가, ,수학교육과-수학교육
1124,ENG3108-001,ENG3108,1,미국문학개관 1,3,3.0,전공선택,[  0 112   0 112   0   0   0],유영종,상대평가, ,영어영문학과-영어영문학
1126,ENG3401-001,ENG3401,1,영미공연예술과 미디어,3,3.0,전공선택,[  0 112   0 112   0   0   0],김의영,상대평가, ,영어영문학과-영어영문학
1132,ENG4402-001,ENG4402,1,글로벌 셰익스피어,4,3.0,전공선택,[  0 112 112   0   0   0   0],강지수,절대평가,"영어,English",영어영문학과-영어영문학
1135,ENR2102-001,ENR2102,1,유체역학,2,3.0,전공선택,[  0 112   0 112   0   0   0],조홍근,상대평가, ,에너지자원공학과-에너지자원공학
1138,ENR2107-001,ENR2107,1,에너지열역학,2,3.0,전공선택,[  0 112   0 112   0   0   0],권상기,상대평가, ,에너지자원공학과-에너지자원공학
1142,ENR3111-001,ENR3111,1,에너지환경기술경영,3,3.0,전공선택,[1008 1008    0    0    0    0    0],이용길,절대평가,"영어, English",기타-원어강의
1153,ENV2007-001,ENV2007,1,환경공학계산,2,3.0,전공선택,[  0 112   0 112   0   0   0],한창석,절대평가,"영어,English",기타-원어강의
1161,ENV3206-001,ENV3206,1,환경에너지공학,3,3.0,전공선택,[  0 112   0 112   0   0   0],전기준,절대평가,"영어,English",환경공학과-환경공학
1177,FAN3306-001,FAN3306,1,고급영양학,3,3.0,전공선택,[1008 1008    0    0    0    0    0],신다연,상대평가, ,식품영양학과-식품영양학
1201,FAT3202-001,FAT3202,1,도시와 조형,3,3.0,전공필수,[  0 126   0   0   0   0   0],정국택,절대평가, ,조형예술학과-조형예술학
1215,FDT1404-001,FDT1404,1,패션디자인론,1,3.0,전공선택,[  0 126   0   0   0   0   0],이주영,상대평가,(초빙교수)특수교과목,의류디자인학과-의류디자인학
1223,FDT2304-001,FDT2304,1,의상사회심리,2,3.0,전공선택,[1008 1008    0    0    0    0    0],이미영,상대평가, ,의류디자인학과-의류디자인학
1234,FDT3416-001,FDT3416,1,패션디자인1,3,3.0,전공선택,[  0 126   0   0   0   0   0],우주형,절대평가, ,의류디자인학과-의류디자인학
1237,FDT4209-001,FDT4209,1,3D어패럴캐드,4,3.0,전공선택,[  0 510   0   0   0   0   0],김지수,절대평가,캡스톤디자인,의류디자인학과-의류디자인학
1251,FLL3037-001,FLL3037,1,프랑스 문학개관,전체,3.0,전공선택,[  0 112   0 112   0   0   0],조병준,상대평가, ,프랑스언어문화학과-프랑스언어문화
1255,FVE2005-001,FVE2005,1,친환경차시스템공학개론,전체,3.0,전공선택,[  0 112   0 112   0   0   0],남찬진,상대평가, ,공과대학(FVE)-미래자동차공학
1258,FVE3002-001,FVE3002,1,자동제어,전체,3.0,전공선택,[126 126   0   0   0   0   0],김광기,상대평가,"영어,English",기타-원어강의
1303,GEB1107-015,GEB1107,15,의사소통 영어,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],랜디,상대평가, ,프런티어학부대학-프런티어학부대학
1304,GEB1107-016,GEB1107,16,의사소통 영어,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],그레고리맥닐,상대평가, ,프런티어학부대학-프런티어학부대학
1305,GEB1107-017,GEB1107,17,의사소통 영어,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],엠버,상대평가, ,프런티어학부대학-프런티어학부대학
1306,GEB1107-018,GEB1107,18,의사소통 영어,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],테리로즈,상대평가, ,프런티어학부대학-프런티어학부대학
1307,GEB1107-019,GEB1107,19,의사소통 영어,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],랜디,상대평가, ,기타-교양영어
1308,GEB1107-020,GEB1107,20,의사소통 영어,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],그레고리맥닐,상대평가, ,프런티어학부대학-프런티어학부대학
1309,GEB1107-021,GEB1107,21,의사소통 영어,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],테리로즈,상대평가, ,기타-교양영어
1310,GEB1107-022,GEB1107,22,의사소통 영어,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],스티븐존스,상대평가, ,프런티어학부대학-프런티어학부대학
1335,GEB1108-015,GEB1108,15,의사소통 영어: 중급,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],스티브콘틱,상대평가, ,프런티어학부대학-프런티어학부대학
1336,GEB1108-016,GEB1108,16,의사소통 영어: 중급,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],장진이,상대평가, ,프런티어학부대학-프런티어학부대학
1337,GEB1108-017,GEB1108,17,의사소통 영어: 중급,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],크리스틀,상대평가, ,프런티어학부대학-프런티어학부대학
1338,GEB1108-018,GEB1108,18,의사소통 영어: 중급,1,3.0,교양필수,[   0 1008    0 1008    0    0    0],코너,상대평가, ,프런티어학부대학-프런티어학부대학
1339,GEB1108-020,GEB1108,20,의사소통 영어: 중급,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],장진이,상대평가, ,기타-교양영어
1340,GEB1108-021,GEB1108,21,의사소통 영어: 중급,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],코너,상대평가, ,기타-교양영어
1357,GEB1109-010,GEB1109,10,의사소통 영어: 고급,1,3.0,교양필수,[   0 1008    0    0 1008    0    0],제이슨햄,상대평가,국제학부 전용분반,프런티어학부대학-프런티어학부대학
1386,GEB1113-001,GEB1113,1,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[  0 240   0   0   0   0   0],"이재우,이창중",Pass/Fail,인문사회계열 수강,기타-크로스오버
1388,GEB1113-003,GEB1113,3,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[  0 240   0   0   0   0   0],"이재우,이창중",Pass/Fail,인문사회계열 수강,프런티어학부대학-프런티어학부대학
1390,GEB1113-005,GEB1113,5,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[  0 240   0   0   0   0   0],"이익모,김대찬",Pass/Fail,인문사회계열 수강,기타-크로스오버
1392,GEB1113-007,GEB1113,7,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[  0 240   0   0   0   0   0],"이익모,김대찬",Pass/Fail,인문사회계열 수강,기타-크로스오버
1394,GEB1113-009,GEB1113,9,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[  0 240   0   0   0   0   0],박제남,Pass/Fail,인문사회계열 수강(1인강의),프런티어학부대학-프런티어학부대학
1463,GEB1126-015,GEB1126,15,문제해결을 위한 글쓰기,1,3.0,교양필수,[ 0 30  0  0  0  0  1],"강동호,이재용",상대평가, ,기타-교양한국어
1467,GEB1126-019,GEB1126,19,문제해결을 위한 글쓰기,1,3.0,교양필수,[ 0 30  0  0  0  0  1],"김동식,이영수",상대평가, ,프런티어학부대학-프런티어학부대학
1474,GEB1126-026,GEB1126,26,문제해결을 위한 글쓰기,1,3.0,교양필수,[ 0 30  0  0  0  0  1],"김동식,이세기",상대평가, ,프런티어학부대학-프런티어학부대학
1533,GED1002-003,GED1002,3,공학윤리와 토론,2,3.0,교양선택,[  0 126   0   0   0   0   0],정현철,상대평가,공학인증필(18학번~),기타-인하공학교육혁신센터
1563,GED2013-001,GED2013,1,"독서세미나 : 역사, 사상, 문화",전체,3.0,교양선택,[458864 458864      0      0      0      0      0],복기대,상대평가,프런티어학부대학,기타-핵심교양
1582,GED4002-001,GED4002,1,세계이해를 위한 명저 읽기,전체,3.0,교양선택,[112 112   0   0   0   0   0],성동기,상대평가,프런티어학부대학,기타-핵심교양
1589,GED4011-002,GED4011,2,지식재산 이론과 실제,전체,3.0,교양선택,[  0 112 112   0   0   0   0],이수찬,상대평가,인하공학교육혁신센터,기타-핵심교양
1601,GED6002-001,GED6002,1,초연결사회와 모바일 소프트웨어,전체,3.0,교양선택,[3312 3312    0    0    0    0    0],이경자,절대평가,프런티어학부대학,기타-핵심교양
1633,GEE2015-009,GEE2015,9,기초수학,전체,3.0,교양선택,[   0 1008    0    0 1008    0    0],김지연,Pass/Fail,수학,기타-일반교양
1637,GEE2016-003,GEE2016,3,기초물리학,1,3.0,교양선택,[   0 1008    0    0 1008    0    0],유지현,Pass/Fail,물리학,기타-일반교양
1655,GEE3003-007,GEE3003,7,외국인전용초급한국어,전체,3.0,교양선택,[   0 1008 1008    0    0    0    0],조남현,상대평가,"국제학부전용,English",기타-일반교양
1661,GEE3013-002,GEE3013,2,대학기초영어,1,3.0,교양선택,[   0 1008    0 1008    0    0    0],최재유,Pass/Fail,프런티어학부대학,기타-일반교양
1664,GEE3019-001,GEE3019,1,외국인전용 기초한국어,1,3.0,교양선택,[  0 126 126   0   0   0   0],정영진,상대평가,신입생전용,기타-일반교양
1675,GEE3027-007,GEE3027,7,실용영어 L/S,전체,3.0,교양선택,[   0 1008    0 1008    0    0    0],제이슨햄,상대평가,프런티어학부대학,기타-일반교양
1676,GEE3027-008,GEE3027,8,실용영어 L/S,전체,3.0,교양선택,[   0 1008    0 1008    0    0    0],헴브리,상대평가,프런티어학부대학,기타-일반교양
1677,GEE3027-009,GEE3027,9,실용영어 L/S,전체,3.0,교양선택,[   0 1008    0 1008    0    0    0],스티븐존스,상대평가,프런티어학부대학,기타-일반교양
1678,GEE3027-010,GEE3027,10,실용영어 L/S,전체,3.0,교양선택,[   0 1008    0    0 1008    0    0],헴브리,상대평가,프런티어학부대학,기타-교양영어
1686,GEE3028-002,GEE3028,2,실용영어 R/W,전체,3.0,교양선택,[   0 1008    0 1008    0    0    0],이철희,상대평가,프런티어학부대학,기타-일반교양
1761,GEF1103-002,GEF1103,2,외국인전용 한국의 전통 사회와 문화,전체,3.0,교양필수,[  0 112   0 112   0   0   0],이영미,상대평가, ,기타-외국인교양
1765,GEF1105-002,GEF1105,2,외국인전용 대학 한국어Ⅰ,전체,3.0,교양필수,[  0 126 126   0   0   0   0],정영진,상대평가, ,기타-외국인교양
1768,GEF1106-001,GEF1106,1,외국인전용 대학 한국어Ⅱ,전체,3.0,교양필수,[   0 1008    0 1008    0    0    0],정민나,상대평가, ,기타-외국인교양
1770,GEF1106-003,GEF1106,3,외국인전용 대학 한국어Ⅱ,전체,3.0,교양필수,[  0 126   0 126   0   0   0],이지애,상대평가,"국제학부전용,English",기타-외국인교양
1771,GEF1106-004,GEF1106,4,외국인전용 대학 한국어Ⅱ,전체,3.0,교양필수,[  0 126   0 126   0   0   0],이지애,상대평가,"국제학부전용,English",기타-외국인교양
1778,GEO2121-001,GEO2121,1,도시공간구조,2,3.0,전공선택,[  0 112   0 112   0   0   0],최광열,상대평가, ,공간정보공학과-공간정보공학
1781,GEO3102-001,GEO3102,1,공간분석,3,3.0,전공선택,[   0 7920 7920    0    0    0    0],홍성철,절대평가,선수,공간정보공학과-공간정보공학
1787,GEO3380-001,GEO3380,1,데이터베이스,3,3.0,전공선택,[   0 7920 7920    0    0    0    0],박수홍,절대평가, ,공간정보공학과-공간정보공학
1807,GFB4111-001,GFB4111,1,금융데이터로 본 금융시장의 이해,4,3.0,전공선택,[  0 112   0 112   0   0   0],이재형,절대평가, ,글로벌금융학과-글로벌금융학
1810,HIS2006-001,HIS2006,1,동양어 원전읽기,2,3.0,전공필수,[  0 112   0 112   0   0   0],최병욱,상대평가, ,사학과-사학
