,course_class_id,course_id,class_id,course_name,grade,credits,course_classification,time_classroom,professor,assessment_method,notes,department
169,ARE2105-001,ARE2105,1,건축구조역학,2,3.0,전공필수,[465920 465920      0      0      0      0      0],김창혁,상대평가,선수,건축학부-건축공학
180,ARE4310-001,ARE4310,1,"건설사업관리-시공,운영,유지관리",4,3.0,전공선택,[7168 7168    0    0    0    0    0],김영석,상대평가, ,건축학부-건축공학
193,ASE2012-001,ASE2012,1,구조역학,2,3.0,전공필수,[   0 3584    0 3584    0    0    0],이창열,상대평가,선수,항공우주공학과-항공우주공학
202,ASE3031-001,ASE3031,1,확률 및 랜덤변수,3,3.0,전공선택,[   0 3584    0 3584    0    0    0],목성훈,상대평가, ,항공우주공학과-항공우주공학
210,ASE4070-001,ASE4070,1,항공기개념설계,4,3.0,전공선택,[   0 3584 3584    0    0    0    0],이승수,상대평가,선수,항공우주공학과-항공우주공학
219,BIO1001-003,BIO1001,3,생명과학개론,1,3.0,교양필수,[    0 64512 64512     0     0     0     0],김정호,상대평가, ,식품영양학과-식품영양학
221,BIO1101-002,BIO1101,2,생명과학 1,전체,3.0,교양필수,[   0 7280 7280    0    0    0    0],윤진미,상대평가, ,생명과학과-생명과학
228,BIO2103-001,BIO2103,1,생물유기화학,2,3.0,전공선택,[     0 465920      0 465920      0      0      0],배성호,상대평가, ,생명과학과-생명과학
235,BIO3102-001,BIO3102,1,분자생물학,3,3.0,전공선택,[   0 7168 7168    0    0    0    0],"배성호,김정화",상대평가, ,생명과학과-생명과학
271,BTE1101-001,BTE1101,1,생명공학도를 위한 일반생물학,1,3.0,교양필수,[    0  7168     0 57344     0     0     0],김현진,상대평가, ,생명공학과-생명공학
281,BTE3101-002,BTE3101,2,생물화학공학,3,3.0,전공필수,[7182 7182    0    0    0    0    0],백영빈,절대평가,"영어,English,선수",기타-원어강의
286,BTE3112-001,BTE3112,1,생물반응공학,3,3.0,전공선택,[     0 465920 465920      0      0      0      0],권순조,절대평가,"영어,English",기타-원어강의
312,BUS2401-001,BUS2401,1,오퍼레이션스 매니지먼트,전체,3.0,전공필수,[7168 7168    0    0    0    0    0],박승욱,절대평가,"영어,English",경영학과-경영학
337,BUS3009-001,BUS3009,1,Principles of Financial Literacy,전체,3.0,전공선택,[   0 7168    0 7168    0    0    0],마이클쿡,절대평가,English,경영학과-경영학
353,BUS3405-001,BUS3405,1,경영과학,전체,3.0,전공선택,[7168 7168    0    0    0    0    0],김형기,상대평가, ,경영학과-경영학
354,BUS3408-001,BUS3408,1,서비스 디자인,전체,3.0,전공선택,[7168 7168    0    0    0    0    0],김서영,상대평가, ,경영학과-경영학
367,BUS3901-001,BUS3901,1,환대 서비스 개론,전체,3.0,전공선택,[   0 7168    0 7168    0    0    0],김성범,절대평가,"영어,English",기타-원어강의
372,BUS4201-001,BUS4201,1,국제경영,전체,3.0,전공선택,[   0 7168    0 7168    0    0    0],박경환,상대평가, ,경영학과-경영학
383,CBA1102-001,CBA1102,1,경영학원론,전체,3.0,교양필수,[    0 15360     0     0     0     0     1],서창수,절대평가, ,경영학과-경영학
412,CBA1106-005,CBA1106,5,회계원론,전체,3.0,교양필수,[7168 7168    0    0    0    0    0],윤선주,상대평가, ,경영학과-경영학
413,CBA1106-006,CBA1106,6,회계원론,전체,3.0,교양필수,[7168 7168    0    0    0    0    0],최수영,상대평가, ,경영학과-경영학
440,CCM1417-002,CCM1417,2,신화와 문화콘텐츠,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],강수환,상대평가, ,문화콘텐츠문화경영학과-문화콘텐츠문화경영학
472,CDN1310-001,CDN1310,1,디자인의 원리,1,3.0,전공선택,[    0 64512     0     0     0     0     0],김선미,절대평가,(초빙교수)특수교과목,디자인융합학과-디자인융합학
483,CDN2126-002,CDN2126,2,디자인세미나,2,3.0,전공선택,[   0 7168    0    0 7168    0    0],김나운,상대평가, ,디자인융합학과-디자인융합학
496,CDN3115-002,CDN3115,2,지역사회와디자인,3,3.0,전공필수,[    0 64512     0     0     0     0     0],진나래,절대평가, ,디자인융합학과-디자인융합학
498,CDN3253-002,CDN3253,2,엔터테인먼트영상디자인,3,3.0,전공선택,[    0 64512     0     0     0     0     0],이수정,절대평가, ,디자인융합학과-디자인융합학
502,CDN3322-002,CDN3322,2,디자인프로그래밍,3,3.0,전공선택,[   0 8064    0    0    0    0    0],강희라,절대평가, ,디자인융합학과-디자인융합학
524,CHE2104-001,CHE2104,1,화공계산 1,2,3.0,전공필수,[   0 7280 7280    0    0    0    0],최진섭,상대평가, ,화학공학과-화학공학
526,CHE2104-003,CHE2104,3,화공계산 1,2,3.0,전공필수,[   0 7280 7280    0    0    0    0],이기영,상대평가, ,화학공학과-화학공학
544,CHE3212-001,CHE3212,1,열 및 물질전달,3,3.0,전공필수,[     0 465920 465920      0      0      0      0],신내철,상대평가, ,화학공학과-화학공학
546,CHE3212-003,CHE3212,3,열 및 물질전달,3,3.0,전공필수,[     0   7168 458752      0      0      0      0],함형철,상대평가, ,화학공학과-화학공학
547,CHE3212-004,CHE3212,4,열 및 물질전달,3,3.0,전공필수,[     0 465920 465920      0      0      0      0],함형철,상대평가, ,화학공학과-화학공학
557,CHE4212-001,CHE4212,1,인공지능과 프로세스 설계,4,3.0,전공선택,[    0 64512 64512     0     0     0     0],황성원,상대평가, ,화학공학과-화학공학
564,CHE4308-002,CHE4308,2,고분자화학,3,3.0,전공선택,[   0 7280    0 7280    0    0    0],심상은,절대평가,"영어, English",기타-원어강의
566,CHE4401-001,CHE4401,1,카본소재,4,3.0,전공선택,[    0 64512 64512     0     0     0     0],박동혁,상대평가, ,화학공학과-화학공학
574,CHM1021-006,CHM1021,6,화학 1,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],최성환,상대평가, ,신소재공학과-신소재공학
582,CHM1023-001,CHM1023,1,일반화학,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],김창곤,상대평가, ,기계공학과-기계공학
606,CHM1028-003,CHM1028,3,화학실험 1,1,1.0,교양필수,[   0 7680    0    0    0    0    0],박성진,절대평가, ,화학공학과-화학공학
608,CHM1028-005,CHM1028,5,화학실험 1,1,1.0,교양필수,[   0 7680    0    0    0    0    0],김동욱,절대평가, ,고분자공학과-고분자공학
622,CHM3109-001,CHM3109,1,물리화학실험,3,2.0,전공필수,[    0 32640     0     0     0     0     0],김찬경,절대평가, ,화학과-화학
632,CHM4314-001,CHM4314,1,나노화학,4,3.0,전공선택,[   0 7182    0    0 7182    0    0],강동원,상대평가, ,화학과-화학
637,CHM4409-005,CHM4409,5,분석 및 기기분석 화학실험,2,2.0,전공필수,[     0 261120      0      0      0      0      0],김민규,절대평가, ,화학과-화학
657,CHN3229-001,CHN3229,1,현대 중국의 문학과 예술,3,3.0,전공선택,[   0 7168    0 7168    0    0    0],김은영,상대평가, ,중국학과-중국학
661,CHN4235-001,CHN4235,1,중국어프레젠테이션,4,3.0,전공필수,[   0 7168    0 7168    0    0    0],전성광,절대평가,Chinese,기타-원어강의
666,CHS2102-001,CHS2102,1,보육과정,2,3.0,전공필수,[   0 7168 7168    0    0    0    0],이완정,상대평가, ,아동심리학과-아동심리학
679,CIV1611-002,CIV1611,2,건설재료실험,1,3.0,전공필수,[7872000 7872000       0       0       0       0       0],정진훈,절대평가, ,사회인프라공학과-사회인프라공학
683,CIV2101-001,CIV2101,1,역학의 기초,2,3.0,전공필수,[7280 7280    0    0    0    0    0],황원섭,상대평가, ,사회인프라공학과-사회인프라공학
684,CIV2101-002,CIV2101,2,역학의 기초,2,3.0,전공필수,[7280 7280    0    0    0    0    0],박연철,상대평가, ,사회인프라공학과-사회인프라공학
694,CIV3150-002,CIV3150,2,철근콘크리트설계,3,3.0,전공선택,[465920 465920      0      0      0      0      0],이종한,상대평가, ,사회인프라공학과-사회인프라공학
696,CIV3220-002,CIV3220,2,지반공학 및 실험,3,3.0,전공선택,[7864320   15360       0       0       0       0       0],송기일,절대평가,"영어,English",사회인프라공학과-사회인프라공학
715,COM2351-001,COM2351,1,영상기획,2,3.0,전공선택,[   0 7168    0 7168    0    0    0],박인규,절대평가, ,미디어커뮤니케이션학과-미디어커뮤니케이션학
720,COM3104-001,COM3104,1,디지털저널리즘제작,전체,3.0,전공선택,[   0 8064    0    0    0    0    0],김수연,절대평가, ,미디어커뮤니케이션학과-미디어커뮤니케이션학
732,COM4321-001,COM4321,1,Orientalism in Media & Culture,전체,3.0,전공선택,[   0 7168    0 7168    0    0    0],호세다비드,상대평가, ,미디어커뮤니케이션학과-미디어커뮤니케이션학
755,CSE1101-002,CSE1101,2,객체지향프로그래밍 1,1,3.0,전공필수,[     0   7680 122880      0      0      0      0],한경숙,상대평가, ,컴퓨터공학과-컴퓨터공학
758,CSE1101-005,CSE1101,5,객체지향프로그래밍 1,1,3.0,전공필수,[7680 7680    0    0    0    0    0],이욱,상대평가, ,컴퓨터공학과-컴퓨터공학
774,CSE2112-001,CSE2112,1,자료구조,2,4.0,전공필수,[   0 7168    0 7168 7680    0    0],심정섭,상대평가,선수,컴퓨터공학과-컴퓨터공학
777,CSE2112-004,CSE2112,4,자료구조,2,4.0,전공필수,[   0 7680    0 7680 7680    0    0],김영호,상대평가,선수,컴퓨터공학과-컴퓨터공학
783,CSE3203-001,CSE3203,1,컴퓨터구조론,3,3.0,전공선택,[7168 7168    0    0    0    0    0],강상길,상대평가,선수,컴퓨터공학과-컴퓨터공학
794,CSE3207-002,CSE3207,2,데이터베이스,3,3.0,전공선택,[   0 7168    0 7168    0    0    0],유상봉,상대평가,선수,컴퓨터공학과-컴퓨터공학
812,CSE4312-001,CSE4312,1,컴파일러,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],박준석,상대평가,선수,컴퓨터공학과-컴퓨터공학
825,DET1005-003,DET1005,3,기초선형대수,1,3.0,전공필수,[    0 64512     0     0     0     0     0],김종현,절대평가, ,디자인테크놀로지학과-디자인테크놀로지학
826,DET1006-001,DET1006,1,H.O.S.T. 미디어 랩 1,1,1.0,전공선택,[   0 6144    0    0    0    0    0],성보경,Pass/Fail, ,디자인테크놀로지학과-디자인테크놀로지학
844,DET3021-001,DET3021,1,스마트웰니스디자인,2,3.0,전공선택,[    0 64512     0     0     0     0     0],송지희,절대평가, ,디자인테크놀로지학과-디자인테크놀로지학
851,DSC2008-001,DSC2008,1,통계분석방법,2,3.0,전공선택,[   0 7168    0 7168    0    0    0],김재오,상대평가, ,데이터사이언스학과-데이터사이언스학
859,DSC4004-001,DSC4004,1,의료 데이터 분석론,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],박보용,상대평가, ,데이터사이언스학과-데이터사이언스학
864,ECE2222-003,ECE2222,3,기초실험 1,2,1.0,전공필수,[   0 7680    0    0    0    0    0],송병철,절대평가, ,전자공학과-전자공학
880,ECE2248-001,ECE2248,1,물리전자,2,3.0,전공필수,[   0 8064 8064    0    0    0    0],강지훈,상대평가, ,전자공학과-전자공학
892,ECE3361-001,ECE3361,1,전자회로 2,3,3.0,전공선택,[   0 8064    0 8064    0    0    0],윤광섭,상대평가,선수,전자공학과-전자공학
894,ECE3361-003,ECE3361,3,전자회로 2,3,3.0,전공선택,[   0 8064    0 8064    0    0    0],박인호,상대평가,선수,전자공학과-전자공학
904,ECE4418-001,ECE4418,1,디지털통신,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],정재학,상대평가, ,전자공학과-전자공학
929,ECO3337-001,ECO3337,1,국제무역론,전체,3.0,전공선택,[   0 7168    0 7168    0    0    0],윤명수,절대평가,"영어,English",기타-원어강의
936,ECO3374-001,ECO3374,1,조세론,전체,3.0,전공선택,[   0 7168    0 7168    0    0    0],강병구,상대평가, ,경제학과-경제학
947,EDC1104-003,EDC1104,3,교육심리,전체,2.0,교직과정,[   0 7680    0    0    0    0    0],정윤경,절대평가, ,기타-사범대 교직과정
964,EDC2107-003,EDC2107,3,특수교육학개론,전체,2.0,교직과정,[    0 15360     0     0     0     0     0],정귀순,절대평가, ,기타-사범대 교직과정
966,EDC3102-003,EDC3102,3,교육평가,전체,2.0,교직과정,[   0 7680    0    0    0    0    0],강혜영,절대평가, ,교육학과-교육학
1001,EEE1001-001,EEE1001,1,창의적 전기공학설계,전체,3.0,전공필수,[   0 7168 7168    0    0    0    0],이천,상대평가, ,전기공학과-전기공학
1003,EEE2001-001,EEE2001,1,회로이론 1,2,3.0,전공필수,[7168 7168    0    0    0    0    0],김태인,절대평가,"영어,English",기타-원어강의
1005,EEE2001-003,EEE2001,3,회로이론 1,2,3.0,전공필수,[   0 7168    0    0 7168    0    0],전재훈,상대평가, ,전기공학과-전기공학
1027,EEE3108-002,EEE3108,2,센서공학,4,3.0,전공선택,[64512 64512     0     0     0     0     0],신백균,절대평가,"영어,English,외국인학생만 수강",기타-원어강의
1035,EEE3203-002,EEE3203,2,반도체소자,3,3.0,전공선택,[    0 64512 64512     0     0     0     0],김태인,상대평가, ,전기공학과-전기공학
1042,EEE3324-001,EEE3324,1,전력시스템공학,3,3.0,전공필수,[7168 7168    0    0    0    0    0],원동준,상대평가, ,전기공학과-전기공학
1068,EEG4347-001,EEG4347,1,영미희곡교육,3,3.0,전공선택,[7168 7168    0    0    0    0    0],박선주,절대평가,"영어,English",영어교육과-영어교육
1069,EEG4405-001,EEG4405,1,영어과정중심평가,4,3.0,전공선택,[7168 7168    0    0    0    0    0],이소영,절대평가,"영어,English",영어교육과-영어교육
1095,EMT2243-001,EMT2243,1,해석학,2,3.0,전공필수,[   0 7168    0 7168    0    0    0],명성,상대평가, ,수학교육과-수학교육
1096,EMT2243-002,EMT2243,2,해석학,2,3.0,전공필수,[   0 7168    0 7168    0    0    0],남궁정일,상대평가, ,수학교육과-수학교육
1099,EMT3343-001,EMT3343,1,위상수학,3,3.0,전공필수,[   0 7168    0 7168    0    0    0],이윤원,상대평가, ,수학교육과-수학교육
1116,ENG2303-002,ENG2303,2,기술영어글쓰기,2,3.0,전공필수,[7168 7168    0    0    0    0    0],조던,절대평가,English,기타-원어강의
1117,ENG2304-001,ENG2304,1,영어발음클리닉,전체,3.0,전공선택,[   0 7168 7168    0    0    0    0],홍순현,상대평가, ,영어영문학과-영어영문학
1123,ENG3106-001,ENG3106,1,영국문학개관 1,3,3.0,전공선택,[   0 7168 7168    0    0    0    0],강지수,상대평가, ,영어영문학과-영어영문학
1141,ENR3103-001,ENR3103,1,지구통계학,3,3.0,전공선택,[   0 7168    0 7168    0    0    0],김진,절대평가,"영어, English",에너지자원공학과-에너지자원공학
1143,ENR3202-001,ENR3202,1,암석역학 및 실험,3,4.0,전공선택,[   0 7168 7168 7680    0    0    0],권상기,절대평가,"영어, English",기타-원어강의
1152,ENV2005-001,ENV2005,1,환경물리화학,2,3.0,전공선택,[7168 7168    0    0    0    0    0],정용원,상대평가,선수,환경공학과-환경공학
1154,ENV3001-001,ENV3001,1,환경미생물학,3,3.0,전공선택,[   0 7168    0 7168    0    0    0],배재호,상대평가, ,환경공학과-환경공학
1170,ENV4403-001,ENV4403,1,토양 및 지하수 복원설계,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],김창균,절대평가,"영어,English",환경공학과-환경공학
1178,FAN3307-001,FAN3307,1,영양교육 및 상담실습,3,3.0,전공선택,[     0 261120      0      0      0      0      0],이수경,절대평가, ,식품영양학과-식품영양학
1181,FAN4208-001,FAN4208,1,식품분석 및 실험,4,3.0,전공필수,[     0 261120      0      0      0      0      0],이상미,절대평가, ,식품영양학과-식품영양학
1204,FAT3303-001,FAT3303,1,금속조표현,3,3.0,전공선택,[    0 64512     0     0     0     0     0],정국택,절대평가, ,조형예술학과-조형예술학
1213,FDT1305-001,FDT1305,1,패션비즈니스의이해,1,3.0,전공필수,[8064 8064    0    0    0    0    0],이현화,상대평가, ,의류디자인학과-의류디자인학
1218,FDT2104-001,FDT2104,1,어패럴메이킹,2,3.0,전공필수,[     0 261120      0      0      0      0      0],김현주,절대평가, ,의류디자인학과-의류디자인학
1235,FDT3416-002,FDT3416,2,패션디자인1,3,3.0,전공선택,[    0 64512     0     0     0     0     0],우주형,절대평가, ,의류디자인학과-의류디자인학
1254,FLL4024-001,FLL4024,1,K-POP으로 읽는 한국사회 변모사,전체,3.0,전공선택,[   0 7168    0 7168    0    0    0],조병준,절대평가,"영어,English",기타-원어강의
1270,FVE4009-001,FVE4009,1,전동화파워트레인,4,3.0,전공선택,[   0 7168    0 7168    0    0    0],남찬진,상대평가, ,공과대학(FVE)-미래자동차공학
1300,GEB1107-012,GEB1107,12,의사소통 영어,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],그레고리맥닐,상대평가, ,프런티어학부대학-프런티어학부대학
1301,GEB1107-013,GEB1107,13,의사소통 영어,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],엠버,상대평가, ,프런티어학부대학-프런티어학부대학
1302,GEB1107-014,GEB1107,14,의사소통 영어,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],스티븐존스,상대평가, ,프런티어학부대학-프런티어학부대학
1311,GEB1107-023,GEB1107,23,의사소통 영어,1,3.0,교양필수,[   0 7182    0    0 7182    0    0],테리로즈,상대평가, ,기타-교양영어
1312,GEB1107-024,GEB1107,24,의사소통 영어,1,3.0,교양필수,[   0 7182    0    0 7182    0    0],스티븐존스,상대평가, ,프런티어학부대학-프런티어학부대학
1332,GEB1108-012,GEB1108,12,의사소통 영어: 중급,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],스티브콘틱,상대평가, ,기타-교양영어
1333,GEB1108-013,GEB1108,13,의사소통 영어: 중급,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],스트롱,상대평가, ,기타-교양영어
1334,GEB1108-014,GEB1108,14,의사소통 영어: 중급,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],크리스틀,상대평가, ,기타-교양영어
1341,GEB1108-022,GEB1108,22,의사소통 영어: 중급,1,3.0,교양필수,[   0 7182    0    0 7182    0    0],크리스틀,상대평가, ,기타-교양영어
1356,GEB1109-009,GEB1109,9,의사소통 영어: 고급,1,3.0,교양필수,[   0 7182    0 7182    0    0    0],제이슨햄,상대평가, ,프런티어학부대학-프런티어학부대학
1358,GEB1109-011,GEB1109,11,의사소통 영어: 고급,1,3.0,교양필수,[   0 7182    0    0 7182    0    0],헴브리,상대평가, ,프런티어학부대학-프런티어학부대학
1387,GEB1113-002,GEB1113,2,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[   0 7680    0    0    0    0    0],"이재우,이창중",Pass/Fail,인문사회계열 수강,기타-크로스오버
1389,GEB1113-004,GEB1113,4,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[   0 7680    0    0    0    0    0],"이재우,이창중",Pass/Fail,인문사회계열 수강,프런티어학부대학-프런티어학부대학
1391,GEB1113-006,GEB1113,6,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[   0 7680    0    0    0    0    0],"이익모,김대찬",Pass/Fail,인문사회계열 수강,기타-크로스오버
1393,GEB1113-008,GEB1113,8,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[   0 7680    0    0    0    0    0],"이익모,김대찬",Pass/Fail,인문사회계열 수강,프런티어학부대학-프런티어학부대학
1395,GEB1113-010,GEB1113,10,크로스오버 2 : 자연의 탐색,1,2.0,교양필수,[   0 7680    0    0    0    0    0],박제남,Pass/Fail,외국인분반(1인강의),프런티어학부대학-프런티어학부대학
1465,GEB1126-017,GEB1126,17,문제해결을 위한 글쓰기,1,3.0,교양필수,[   0 7680    0    0    0    0    1],"김동식,류수연",상대평가, ,기타-교양한국어
1469,GEB1126-021,GEB1126,21,문제해결을 위한 글쓰기,1,3.0,교양필수,[   0 7680    0    0    0    0    1],"김동식,오윤정",상대평가, ,기타-교양한국어
1472,GEB1126-024,GEB1126,24,문제해결을 위한 글쓰기,1,3.0,교양필수,[   0 7680    0    0    0    0    1],"김동식,김윤정",상대평가, ,프런티어학부대학-프런티어학부대학
1476,GEB1126-028,GEB1126,28,문제해결을 위한 글쓰기,1,3.0,교양필수,[   0 7680    0    0    0    0    1],"김동식,김명인",상대평가, ,기타-교양한국어
1479,GEB1126-031,GEB1126,31,문제해결을 위한 글쓰기,1,3.0,교양필수,[   0 7680    0    0    0    0    1],"김동식,최인숙",상대평가, ,프런티어학부대학-프런티어학부대학
1542,GED1004-001,GED1004,1,가치창조를 위한 명저 읽기,전체,3.0,교양선택,[   0 7168    0 7168    0    0    0],윤인현,상대평가,프런티어학부대학,기타-핵심교양
1601,GED6002-001,GED6002,1,초연결사회와 모바일 소프트웨어,전체,3.0,교양선택,[3312 3312    0    0    0    0    0],이경자,절대평가,프런티어학부대학,기타-핵심교양
1615,GEE1019-002,GEE1019,2,와인으로 보는 세계 문화,전체,3.0,교양선택,[   0 7168    0 7168    0    0    0],이성근,상대평가,의예,기타-일반교양
1625,GEE2015-001,GEE2015,1,기초수학,전체,3.0,교양선택,[      0 3677184       0 3677184       0       0       0],김형돈,Pass/Fail,수학,기타-일반교양
1632,GEE2015-008,GEE2015,8,기초수학,전체,3.0,교양선택,[   0 7182    0    0 7182    0    0],김지연,Pass/Fail,수학,기타-일반교양
1639,GEE2016-005,GEE2016,5,기초물리학,1,3.0,교양선택,[   0 7168    0 7168    0    0    0],우정석,Pass/Fail,물리학,기타-일반교양
1654,GEE3003-006,GEE3003,6,외국인전용초급한국어,전체,3.0,교양선택,[   0 7182 7182    0    0    0    0],조남현,상대평가,"국제학부전용,English",기타-일반교양
1660,GEE3013-001,GEE3013,1,대학기초영어,1,3.0,교양선택,[   0 7182    0 7182    0    0    0],최재유,Pass/Fail,프런티어학부대학,기타-일반교양
1663,GEE3016-002,GEE3016,2,초급일본어,전체,3.0,교양선택,[   0 7168    0 7168    0    0    0],윤영민,상대평가,일본언어문화,기타-일반교양
1667,GEE3026-002,GEE3026,2,생활한문,전체,1.0,교양선택,[   0 7680    0    0    0    0    0],이승희,상대평가,프런티어학부대학,기타-교양한국어
1679,GEE3027-011,GEE3027,11,실용영어 L/S,전체,3.0,교양선택,[   0 7182    0    0 7182    0    0],제이슨햄,상대평가,프런티어학부대학,기타-교양영어
1680,GEE3027-012,GEE3027,12,실용영어 L/S,전체,3.0,교양선택,[   0 7182    0    0 7182    0    0],스트롱,상대평가,프런티어학부대학,기타-교양영어
1685,GEE3028-001,GEE3028,1,실용영어 R/W,전체,3.0,교양선택,[   0 7182    0 7182    0    0    0],이철희,상대평가,프런티어학부대학,기타-교양영어
1687,GEE3028-003,GEE3028,3,실용영어 R/W,전체,3.0,교양선택,[   0 7182    0 7182    0    0    0],이철희,상대평가,프런티어학부대학,기타-교양영어
1688,GEE3028-004,GEE3028,4,실용영어 R/W,전체,3.0,교양선택,[    0 64512     0 64512     0     0     0],최재유,상대평가,프런티어학부대학,기타-교양영어
1717,GEE5016-001,GEE5016,1,진로설계 이해와 전략,전체,3.0,교양선택,[   0 7168    0 7168    0    0    0],이유주,Pass/Fail,인하공학교육혁신센터,기타-일반교양
1725,GEE6004-002,GEE6004,2,테니스,전체,1.0,교양선택,[   0 7680    0    0    0    0    0],유기성,절대평가,체육교육,기타-일반교양
1743,GEE6009-004,GEE6009,4,야구소프트볼,전체,1.0,교양선택,[   0 7680    0    0    0    0    0],김학범,절대평가,체육교육,기타-일반교양
1753,GEE6021-001,GEE6021,1,피아노 연주 실습,전체,3.0,교양선택,[   0 8064    0    0    0    0    0],한희철,Pass/Fail,예술체육학부,기타-일반교양
1764,GEF1105-001,GEF1105,1,외국인전용 대학 한국어Ⅰ,1,3.0,교양필수,[    0 64512 64512     0     0     0     0],윤진현,상대평가,신입생전용,기타-외국인교양
1781,GEO3102-001,GEO3102,1,공간분석,3,3.0,전공선택,[   0 7920 7920    0    0    0    0],홍성철,절대평가,선수,공간정보공학과-공간정보공학
1787,GEO3380-001,GEO3380,1,데이터베이스,3,3.0,전공선택,[   0 7920 7920    0    0    0    0],박수홍,절대평가, ,공간정보공학과-공간정보공학
1793,GFB2101-004,GFB2101,4,미시경제,전체,3.0,전공필수,[   0 7168    0 7168    0    0    0],이명운,상대평가, ,경영학과-경영학
1799,GFB3104-001,GFB3104,1,금융세미나,3,3.0,전공선택,[   0 7168 7168    0    0    0    0],이민환,Pass/Fail, ,글로벌금융학과-글로벌금융학
1815,HIS2207-001,HIS2207,1,인천지역사,전체,3.0,전공선택,[   0 7168 7168    0    0    0    0],임학성,상대평가, ,사학과-사학
1818,HIS3107-001,HIS3107,1,여성사,전체,3.0,전공선택,[   0 8064    0    0    0    0    0],이시연,상대평가, ,사학과-사학
1826,HKO1102-001,HKO1102,1,한국어의 이해,2,3.0,전공필수,[   0 7168    0 7168    0    0    0],허인영,상대평가, ,한국어문학과-한국어문학
1835,HKO3204-001,HKO3204,1,고전작가론,3,3.0,전공선택,[   0 7168    0 7168    0    0    0],박혜숙,상대평가, ,한국어문학과-한국어문학
1840,HKO3304-001,HKO3304,1,비교문학의 이해,3,3.0,전공선택,[   0 7168    0 7168    0    0    0],정종현,상대평가, ,한국어문학과-한국어문학
